date,product_id,product_name,category,price,base_price,units_sold,revenue,competitor_price,inventory_level,marketing_spend,price_elasticity,seasonal_multiplier,market_factor
2023-01-13,P001,Home Product 1,Home,165.87948974716357,190.56428757689247,139,23057.249074855736,169.54442993713562,177,611.4777430019244,-1.092797576724562,1.044384302600833,1.04067366430758
2023-01-14,P001,Home Product 1,Home,165.8140470410379,190.56428757689247,117,19400.243503801434,161.92077247600324,287,630.8837628044895,-1.092797576724562,1.04773455320119,1.020791169081776
2023-01-15,P001,Home Product 1,Home,207.70888122048572,190.56428757689247,94,19524.634834725657,204.59487659963244,146,619.2134961637232,-1.092797576724562,1.0510706590232375,1.0
2023-01-16,P001,Home Product 1,Home,167.08355761692283,190.56428757689247,127,21219.6118173492,170.80036669865305,196,614.8037792882648,-1.092797576724562,1.0543916315068211,0.9792088309182241
2023-01-17,P001,Home Product 1,Home,164.14196758338187,190.56428757689247,119,19532.894142422443,160.52362766029304,55,433.14283022989997,-1.092797576724562,1.0576964865761218,0.95932633569242
2023-01-18,P001,Home Product 1,Home,201.58188273794164,190.56428757689247,95,19150.278860104456,200.1342052786792,230,615.0632222537545,-1.092797576724562,1.0609842449312579,0.9412214747707527
2023-01-19,P001,Home Product 1,Home,173.39193948208217,190.56428757689247,99,17165.802008726136,169.37748012181393,372,252.54347201748323,-1.092797576724562,1.064253932338473,0.9256855174522606
2023-01-20,P001,Home Product 1,Home,226.35304085873415,190.56428757689247,74,16750.125023546327,230.79023491636408,409,163.3745177645895,-1.092797576724562,1.0675045799188227,0.9133974596215562
2023-01-21,P001,Home Product 1,Home,191.75642275422388,190.56428757689247,83,15915.783088600581,187.83098830733323,322,863.802815432207,-1.092797576724562,1.0707352244352744,0.9048943483704847
2023-01-22,P001,Home Product 1,Home,191.48196153959498,190.56428757689247,88,16850.412615484358,192.4933688182752,219,828.4250399306623,-1.092797576724562,1.0739449085781345,0.9005478104631727
2023-01-23,P001,Home Product 1,Home,232.09936141524742,190.56428757689247,78,18103.7501903893,232.13455451810907,222,274.846558160838,-1.092797576724562,1.0771326812487214,0.9005478104631727
2023-01-24,P001,Home Product 1,Home,167.0190372172444,190.56428757689247,121,20209.303503286574,159.51601647389555,420,404.19564116638225,-1.092797576724562,1.0802975978411946,0.9048943483704847
2023-01-25,P001,Home Product 1,Home,155.6434984888926,190.56428757689247,118,18365.932821689326,155.10805400761106,112,983.656799479478,-1.092797576724562,1.0834387205224634,0.9133974596215562
2023-01-26,P001,Home Product 1,Home,232.8163545738634,190.56428757689247,81,18858.124720482934,227.00179779341553,219,840.3405045936925,-1.092797576724562,1.0865551185100863,0.9256855174522606
2023-01-27,P001,Home Product 1,Home,157.60306264702712,190.56428757689247,141,22222.031833230823,153.12431500638883,54,511.5386454523557,-1.092797576724562,1.089645868348082,0.9412214747707527
2023-01-28,P001,Home Product 1,Home,178.71010308396905,190.56428757689247,113,20194.241648488503,177.1259078074378,404,673.6869113483859,-1.092797576724562,1.09271005418057,0.95932633569242
2023-01-29,P001,Home Product 1,Home,237.09360380306916,190.56428757689247,64,15173.990643396426,244.09227967413182,368,490.16866382266784,-1.092797576724562,1.0957467680231576,0.9792088309182241
2023-01-30,P001,Home Product 1,Home,179.94770092564553,190.56428757689247,118,21233.828709226174,174.26735796927395,367,852.3821084609853,-1.092797576724562,1.0987551100319954,0.9999999999999999
2023-01-31,P001,Home Product 1,Home,190.8212804845524,190.56428757689247,108,20608.69829233166,186.05538348631814,175,184.48596107316257,-1.092797576724562,1.1017341887704208,1.020791169081776
2023-02-01,P001,Home Product 1,Home,209.50491579516137,190.56428757689247,100,20950.491579516136,212.40175270717117,238,764.1072250261917,-1.092797576724562,1.10468312147311,1.04067366430758
2023-02-02,P001,Home Product 1,Home,201.24444535558928,190.56428757689247,95,19118.22230878098,198.34597551550146,135,112.95413976678029,-1.092797576724562,1.1076010343076599,1.0587785252292472
2023-02-03,P001,Home Product 1,Home,143.98270461523322,190.56428757689247,157,22605.284624591615,137.369993695834,287,981.5594757593577,-1.092797576724562,1.110487062633524,1.0743144825477393
2023-02-04,P001,Home Product 1,Home,143.77533317333229,190.56428757689247,171,24585.581972639822,141.565568429065,303,490.4664843141757,-1.092797576724562,1.1133403512582236,1.0866025403784438
2023-02-05,P001,Home Product 1,Home,195.3475135443933,190.56428757689247,124,24223.09167950477,197.98653442365617,339,334.80426100754255,-1.092797576724562,1.1161600546907602,1.0951056516295155
2023-02-06,P001,Home Product 1,Home,201.92738115429924,190.56428757689247,147,29683.32502968199,205.64211337248324,65,163.51187266038687,-1.092797576724562,1.1189453373921527,1.0994521895368274
2023-02-07,P001,Home Product 1,Home,158.87223960757325,190.56428757689247,151,23989.70818074356,160.23497547762892,389,617.9267600882911,-1.092797576724562,1.1216953740230253,1.0994521895368274
2023-02-08,P001,Home Product 1,Home,196.98008367921574,190.56428757689247,140,27577.211715090205,205.67606117663865,372,838.3841593941413,-1.092797576724562,1.1244093496881735,1.0951056516295155
2023-02-09,P001,Home Product 1,Home,173.30222550884906,190.56428757689247,116,20103.058159026492,169.38492154017317,61,190.700201239684,-1.092797576724562,1.1270864601780355,1.0866025403784438
2023-02-10,P001,Home Product 1,Home,144.26719544281445,190.56428757689247,159,22938.484075407498,141.65560763038224,459,713.4523020755107,-1.092797576724562,1.1297259122069963,1.0743144825477395
2023-02-11,P001,Home Product 1,Home,166.83024460457517,190.56428757689247,140,23356.234244640524,166.7641373576264,363,727.0634488277356,-1.092797576724562,1.1323269236484557,1.0587785252292474
2023-02-12,P001,Home Product 1,Home,224.99375847696095,190.56428757689247,106,23849.338398557862,220.08967240343904,443,481.1238480773067,-1.092797576724562,1.134888723766589,1.04067366430758
2023-02-13,P001,Home Product 1,Home,199.04250735289042,190.56428757689247,117,23287.97336028818,203.65328235664134,85,434.81627721350486,-1.092797576724562,1.1374105534447334,1.0207911690817761
2023-02-14,P001,Home Product 1,Home,188.29346465459432,190.56428757689247,131,24666.443869751856,193.0863406210486,410,439.9559975586654,-1.092797576724562,1.1398916654103295,1.0
2023-02-15,P001,Home Product 1,Home,191.60868036278984,190.56428757689247,106,20310.520118455723,189.49366707924406,446,905.9709056465804,-1.092797576724562,1.1423313244563549,0.9792088309182242
2023-02-16,P001,Home Product 1,Home,149.88095901976774,190.56428757689247,146,21882.620016886092,156.63470215218396,388,543.7230919946244,-1.092797576724562,1.1447288076591824,0.95932633569242
2023-02-17,P001,Home Product 1,Home,146.15328052421907,190.56428757689247,142,20753.76583443911,147.65048826225777,485,705.2666104693345,-1.092797576724562,1.1470834045927971,0.9412214747707527
2023-02-18,P001,Home Product 1,Home,223.53066938194178,190.56428757689247,82,18329.514889319227,224.63779180389818,182,763.332001111908,-1.092797576724562,1.1493944175393112,0.9256855174522607
2023-02-19,P001,Home Product 1,Home,208.1480013087517,190.56428757689247,95,19774.060124331412,217.90289785351942,58,785.359568545725,-1.092797576724562,1.1516611616957124,0.9133974596215562
2023-02-20,P001,Home Product 1,Home,163.94632938972794,190.56428757689247,125,20493.291173715992,156.94193570111864,483,902.707217899099,-1.092797576724562,1.1538829653767877,0.9048943483704847
2023-02-21,P001,Home Product 1,Home,178.03938870280365,190.56428757689247,107,19050.21459119999,173.28979761194307,185,436.8437161805083,-1.092797576724562,1.1560591702141552,0.9005478104631727
2023-02-22,P001,Home Product 1,Home,208.8605953876175,190.56428757689247,87,18170.871798722725,200.1615665587343,494,440.188831110029,-1.092797576724562,1.1581891313513555,0.9005478104631727
2023-02-23,P001,Home Product 1,Home,178.44133363514962,190.56428757689247,126,22483.60803802885,175.41233712484703,175,543.3625938617732,-1.092797576724562,1.1602722176349354,0.9048943483704847
2023-02-24,P001,Home Product 1,Home,169.7851757243025,190.56428757689247,123,20883.576614089205,173.96265303051698,397,965.9552936270877,-1.092797576724562,1.1623078118014722,0.9133974596215562
2023-02-25,P001,Home Product 1,Home,169.86977739109219,190.56428757689247,113,19195.28484519342,176.1311625763016,471,492.7022484459004,-1.092797576724562,1.1642953106604828,0.9256855174522606
2023-02-26,P001,Home Product 1,Home,240.70792101974692,190.56428757689247,66,15886.722787303297,229.71721620059273,262,993.6683165073703,-1.092797576724562,1.1662341252731616,0.9412214747707527
2023-02-27,P001,Home Product 1,Home,178.07561815856292,190.56428757689247,126,22437.52788797893,186.4327520719381,451,249.59388871832763,-1.092797576724562,1.1681236811268956,0.95932633569242
2023-02-28,P001,Home Product 1,Home,164.9934558992813,190.56428757689247,148,24419.03147309363,171.84488079019798,379,955.3703356689028,-1.092797576724562,1.1699634183055057,0.9792088309182241
2023-03-01,P001,Home Product 1,Home,201.79443405048016,190.56428757689247,103,20784.826707199456,204.21864300891767,57,252.71191350600898,-1.092797576724562,1.1717527916551607,0.9999999999999998
2023-03-02,P001,Home Product 1,Home,187.39413965870602,190.56428757689247,114,21362.931921092488,184.7770885853933,277,987.5896700316426,-1.092797576724562,1.1734912709459193,1.020791169081776
2023-03-03,P001,Home Product 1,Home,200.97731533807078,190.56428757689247,106,21303.5954258355,197.14925250558912,261,642.5036938209687,-1.092797576724562,1.1751783410288485,1.0406736643075798
2023-03-04,P001,Home Product 1,Home,155.15494085256378,190.56428757689247,172,26686.64982664097,161.6586721632466,59,939.4556350186119,-1.092797576724562,1.1768135019886727,1.0587785252292472
2023-03-05,P001,Home Product 1,Home,167.31199987972096,190.56428757689247,128,21415.935984604283,159.38755100912618,338,799.842055361703,-1.092797576724562,1.1783962692919097,1.0743144825477393
2023-03-06,P001,Home Product 1,Home,226.66218436573828,190.56428757689247,119,26972.799939522854,224.23665984127499,364,857.9070308221378,-1.092797576724562,1.1799261739304487,1.0866025403784438
2023-03-07,P001,Home Product 1,Home,200.91109841711923,190.56428757689247,115,23104.776317968714,199.1997276822136,434,112.30476834429756,-1.092797576724562,1.1814027625605272,1.0951056516295155
2023-03-08,P001,Home Product 1,Home,187.7524711898035,190.56428757689247,148,27787.365736090916,195.50976028954014,72,792.0886736624594,-1.092797576724562,1.1828255976370667,1.0994521895368274
2023-03-09,P001,Home Product 1,Home,236.53849296179015,190.56428757689247,105,24836.541760987966,230.5623030360302,127,284.54079565587244,-1.092797576724562,1.1841942575433269,1.0994521895368274
2023-03-10,P001,Home Product 1,Home,164.77342664443242,190.56428757689247,155,25539.881129887024,169.00808940969878,83,422.3464462295565,-1.092797576724562,1.1855083367158392,1.0951056516295155
2023-03-11,P001,Home Product 1,Home,187.90335152671673,190.56428757689247,128,24051.628995419742,188.28494003287923,167,848.2343410562511,-1.092797576724562,1.186767445764585,1.0866025403784438
2023-03-12,P001,Home Product 1,Home,206.42770095815277,190.56428757689247,121,24977.751815936484,206.01579444283084,456,779.6235301062571,-1.092797576724562,1.1879712115883792,1.0743144825477393
2023-03-13,P001,Home Product 1,Home,211.0800647259476,190.56428757689247,126,26596.0881554694,205.021310389211,471,655.5373408875628,-1.092797576724562,1.1891192774854284,1.0587785252292474
2023-03-14,P001,Home Product 1,Home,217.90688212975283,190.56428757689247,115,25059.291444921575,208.9945362160935,357,592.7016762092004,-1.092797576724562,1.1902113032590307,1.0406736643075802
2023-03-15,P001,Home Product 1,Home,219.67462378341983,190.56428757689247,124,27239.65334914406,215.23630563626804,155,876.1273378720707,-1.092797576724562,1.1912469653183813,1.020791169081776
2023-03-16,P001,Home Product 1,Home,178.37611916660984,190.56428757689247,128,22832.14325332606,174.06377638641166,118,982.0293177569293,-1.092797576724562,1.1922259567744602,1.0
2023-03-17,P001,Home Product 1,Home,177.2486830790627,190.56428757689247,134,23751.3235325944,179.61319565398884,289,407.4068894108905,-1.092797576724562,1.193147987530971,0.9792088309182242
2023-03-18,P001,Home Product 1,Home,188.92190149404294,190.56428757689247,97,18325.424444922166,192.65627488269675,437,263.69207595923035,-1.092797576724562,1.1940127843703014,0.9593263356924201
2023-03-19,P001,Home Product 1,Home,213.99413357008544,190.56428757689247,114,24395.33122698974,213.43692794693217,142,975.7993143430939,-1.092797576724562,1.1948200910344842,0.9412214747707528
2023-03-20,P001,Home Product 1,Home,172.97039038831906,190.56428757689247,117,20237.53567543333,170.33465399245816,71,179.83228038135005,-1.092797576724562,1.1955696683011314,0.9256855174522606
2023-03-21,P001,Home Product 1,Home,173.34280457639503,190.56428757689247,131,22707.90739950775,168.2523108902889,83,215.87355846967952,-1.092797576724562,1.1962612940543218,0.9133974596215562
2023-03-22,P001,Home Product 1,Home,170.95104188940775,190.56428757689247,121,20685.07606861834,174.16124119325605,105,886.2207616960995,-1.092797576724562,1.1968947633504183,0.9048943483704847
2023-03-23,P001,Home Product 1,Home,170.33155315760388,190.56428757689247,112,19077.133953651635,166.53107548407746,306,176.06530691261372,-1.092797576724562,1.1974698884787973,0.9005478104631727
2023-03-24,P001,Home Product 1,Home,232.0582484753052,190.56428757689247,94,21813.47535667869,225.93461496266855,77,432.02227561279517,-1.092797576724562,1.1979864990174707,0.9005478104631727
2023-03-25,P001,Home Product 1,Home,207.8586813652069,190.56428757689247,99,20578.009455155483,198.22823951505578,361,219.80523572873042,-1.092797576724562,1.1984444418835865,0.9048943483704847
2023-03-26,P001,Home Product 1,Home,224.9357512972382,190.56428757689247,87,19569.410362859722,222.6225982376159,241,342.31890785444284,-1.092797576724562,1.1988435813787903,0.9133974596215562
2023-03-27,P001,Home Product 1,Home,150.20218089055308,190.56428757689247,153,22980.933676254623,147.5297711550257,280,180.28389584085056,-1.092797576724562,1.1991837992294359,0.9256855174522605
2023-03-28,P001,Home Product 1,Home,171.4315419263237,190.56428757689247,123,21086.079656937814,168.94757265559193,282,548.5979790361516,-1.092797576724562,1.1994649946216311,0.9412214747707526
2023-03-29,P001,Home Product 1,Home,177.41543512054957,190.56428757689247,103,18273.789817416608,178.95613059455252,313,627.8818911946831,-1.092797576724562,1.199687084231113,0.9593263356924197
2023-03-30,P001,Home Product 1,Home,183.66121587613537,190.56428757689247,129,23692.296848021462,185.63658816616194,492,420.4870533080616,-1.092797576724562,1.1998500022479366,0.9792088309182242
2023-03-31,P001,Home Product 1,Home,217.95406642883242,190.56428757689247,100,21795.40664288324,212.22681749986336,199,302.79951794127544,-1.092797576724562,1.1999537003959782,0.9999999999999999
2023-04-01,P001,Home Product 1,Home,184.52846684769082,190.56428757689247,134,24726.81455759057,175.39984371078958,167,332.1125443404459,-1.092797576724562,1.199998147947238,1.020791169081776
2023-04-02,P001,Home Product 1,Home,190.02967838911204,190.56428757689247,126,23943.739477028117,198.18909650130425,384,581.5330588404195,-1.092797576724562,1.1999833317309476,1.0406736643075798
2023-04-03,P001,Home Product 1,Home,215.3612028078753,190.56428757689247,102,21966.84268640328,220.44905057200324,189,203.35314226528317,-1.092797576724562,1.1999092561374716,1.0587785252292472
2023-04-04,P001,Home Product 1,Home,178.31208896079357,190.56428757689247,144,25676.940810354274,179.76066465732612,188,938.8129080312407,-1.092797576724562,1.1997759431170067,1.0743144825477395
2023-04-05,P001,Home Product 1,Home,190.6280473631388,190.56428757689247,122,23256.62177830293,191.55455910996983,187,990.9642091509508,-1.092797576724562,1.1995834321730785,1.0866025403784438
2023-04-06,P001,Home Product 1,Home,206.57487149644282,190.56428757689247,98,20244.337406651397,201.50636397518014,150,102.4398094728967,-1.092797576724562,1.199331780350834,1.0951056516295155
2023-04-07,P001,Home Product 1,Home,174.06685770246594,190.56428757689247,158,27502.56351698962,167.22079513598817,118,847.5574670089562,-1.092797576724562,1.1990210622201396,1.0994521895368272
2023-04-08,P001,Home Product 1,Home,176.98607126197464,190.56428757689247,147,26016.952475510272,181.07210400382107,186,284.5016290479135,-1.092797576724562,1.1986513698534829,1.0994521895368274
2023-04-09,P001,Home Product 1,Home,217.68258700053053,190.56428757689247,119,25904.227853063134,223.1355777036831,365,247.29034857913405,-1.092797576724562,1.198222812798691,1.0951056516295155
2023-04-10,P001,Home Product 1,Home,200.13708795122741,190.56428757689247,128,25617.54725775711,203.4432970200048,459,917.0795174162644,-1.092797576724562,1.1977355180464682,1.0866025403784438
2023-04-11,P001,Home Product 1,Home,190.04280864632622,190.56428757689247,123,23375.265463498126,194.10559046232748,337,516.4118071026458,-1.092797576724562,1.197189629992766,1.0743144825477395
2023-04-12,P001,Home Product 1,Home,201.11866602075116,190.56428757689247,138,27754.375910863662,201.17337814339672,202,419.82620663655626,-1.092797576724562,1.1965853103959965,1.0587785252292474
2023-04-13,P001,Home Product 1,Home,188.8040157909181,190.56428757689247,102,19258.009610673646,185.64751069126095,228,401.4150531913775,-1.092797576724562,1.195922738329098,1.0406736643075802
2023-04-14,P001,Home Product 1,Home,197.61124868655557,190.56428757689247,131,25887.07357793878,199.9840214097825,280,615.8357643316498,-1.092797576724562,1.1952021101264736,1.0207911690817757
2023-04-15,P001,Home Product 1,Home,230.68746583193746,190.56428757689247,106,24452.87137818537,222.45487576792124,245,612.9007163841849,-1.092797576724562,1.1944236393258123,1.0
2023-04-16,P001,Home Product 1,Home,230.79409040685223,190.56428757689247,102,23540.99722149893,227.14943049047696,343,582.8332163361353,-1.092797576724562,1.1935875566048129,0.9792088309182241
2023-04-17,P001,Home Product 1,Home,182.74757918469052,190.56428757689247,120,21929.709502162863,183.47602267840355,206,306.32625570937734,-1.092797576724562,1.1926941097128299,0.9593263356924202
2023-04-18,P001,Home Product 1,Home,216.55295405686314,190.56428757689247,122,26419.460394937305,219.60954774280762,292,608.9575125906765,-1.092797576724562,1.1917435633974593,0.9412214747707528
2023-04-19,P001,Home Product 1,Home,206.67844317614018,190.56428757689247,89,18394.381442676477,205.09935502326948,395,952.5550056506338,-1.092797576724562,1.1907361993260892,0.9256855174522608
2023-04-20,P001,Home Product 1,Home,183.46975016426038,190.56428757689247,106,19447.7935174116,183.57778960863345,160,753.4860274561607,-1.092797576724562,1.1896723160024343,0.913397459621556
2023-04-21,P001,Home Product 1,Home,163.2219881859304,190.56428757689247,121,19749.860570497578,156.18583984506913,100,762.7998120622506,-1.092797576724562,1.188552228678084,0.9048943483704847
2023-04-22,P001,Home Product 1,Home,242.37662918063972,190.56428757689247,95,23025.779772160775,241.18509043589293,351,312.3154311355731,-1.092797576724562,1.1873762692590863,0.9005478104631727
2023-04-23,P001,Home Product 1,Home,155.50541189392223,190.56428757689247,128,19904.692722422045,152.57326815546782,420,632.1478921704363,-1.092797576724562,1.186144786207596,0.9005478104631727
2023-04-24,P001,Home Product 1,Home,153.4619211983093,190.56428757689247,145,22251.978573754852,150.93282640672925,485,809.0108998430431,-1.092797576724562,1.1848581444386186,0.9048943483704845
2023-04-25,P001,Home Product 1,Home,164.50472100166166,190.56428757689247,137,22537.14677722765,171.46261649434248,440,412.2578817066049,-1.092797576724562,1.1835167252118788,0.9133974596215562
2023-04-26,P001,Home Product 1,Home,195.8009107483165,190.56428757689247,103,20167.4938070766,190.40864809991197,413,921.474516591216,-1.092797576724562,1.1821209260188432,0.9256855174522607
2023-04-27,P001,Home Product 1,Home,186.5880524897641,190.56428757689247,124,23136.91850873075,182.4380948589822,203,111.78501092950027,-1.092797576724562,1.180671160464937,0.9412214747707526
2023-04-28,P001,Home Product 1,Home,171.45252066560417,190.56428757689247,119,20402.849959206895,179.35768747902702,226,601.5748320010431,-1.092797576724562,1.1791678581469818,0.95932633569242
2023-04-29,P001,Home Product 1,Home,207.17502803267524,190.56428757689247,99,20510.327775234848,203.23739576984755,264,484.1100148030745,-1.092797576724562,1.1776114645258986,0.9792088309182239
2023-04-30,P001,Home Product 1,Home,189.82091886082873,190.56428757689247,108,20500.659236969503,189.21789250925013,354,132.8947010632854,-1.092797576724562,1.1760024407947072,0.9999999999999996
2023-05-01,P001,Home Product 1,Home,194.41462861253657,190.56428757689247,131,25468.31634824229,193.26296975713345,163,547.3107539391241,-1.092797576724562,1.1743412637418644,1.020791169081776
2023-05-02,P001,Home Product 1,Home,168.80865656852984,190.56428757689247,112,18906.569535675342,166.01255743848327,104,951.5039159202695,-1.092797576724562,1.1726284256099824,1.0406736643075798
2023-05-03,P001,Home Product 1,Home,168.7033801565837,190.56428757689247,130,21931.43942035588,160.69648754973025,337,744.3750059626577,-1.092797576724562,1.1708644339499654,1.0587785252292472
2023-05-04,P001,Home Product 1,Home,159.4281265719708,190.56428757689247,170,27102.78151723504,154.99558083618228,492,554.9570911954304,-1.092797576724562,1.1690498114706127,1.0743144825477393
2023-05-05,P001,Home Product 1,Home,181.70230995311888,190.56428757689247,143,25983.430323296,182.7329542510528,313,189.49725348341065,-1.092797576724562,1.1671850958837275,1.0866025403784438
2023-05-06,P001,Home Product 1,Home,196.8480429339865,190.56428757689247,124,24409.15732381433,203.84985829651185,449,457.46517665660934,-1.092797576724562,1.165270839744782,1.0951056516295155
2023-05-07,P001,Home Product 1,Home,173.72673699397015,190.56428757689247,147,25537.83033811361,165.26627831888817,312,762.3141518764021,-1.092797576724562,1.1633076102891833,1.0994521895368274
2023-05-08,P001,Home Product 1,Home,173.07632065964287,190.56428757689247,138,23884.532251030716,179.59167621830443,334,479.28209553324814,-1.092797576724562,1.161295989264189,1.0994521895368274
2023-05-09,P001,Home Product 1,Home,231.6278149722668,190.56428757689247,90,20846.50334750401,228.84115651018766,168,341.2572767405886,-1.092797576724562,1.1592365727565233,1.0951056516295155
2023-05-10,P001,Home Product 1,Home,188.21934197339445,190.56428757689247,119,22398.10169483394,189.19897058654743,275,874.9612179772495,-1.092797576724562,1.157129971015743,1.086602540378444
2023-05-11,P001,Home Product 1,Home,214.01752420616444,190.56428757689247,105,22471.840041647265,215.42525914175374,108,905.0970042046823,-1.092797576724562,1.1549768082734082,1.0743144825477393
2023-05-12,P001,Home Product 1,Home,195.9500999069394,190.56428757689247,120,23514.011988832728,186.59288123260913,63,767.518249805799,-1.092797576724562,1.1527777225581086,1.0587785252292474
2023-05-13,P001,Home Product 1,Home,190.4192655801436,190.56428757689247,126,23992.827463098092,188.9283576521257,203,573.1211640724173,-1.092797576724562,1.1505333655064016,1.04067366430758
2023-05-14,P001,Home Product 1,Home,161.83467941800453,190.56428757689247,128,20714.83896550458,154.04057037143826,195,576.695510789573,-1.092797576724562,1.1482444021697191,1.0207911690817761
2023-05-15,P001,Home Product 1,Home,202.41720823139366,190.56428757689247,105,21253.806864296334,202.36589332307753,125,285.7791445845429,-1.092797576724562,1.1459115108172975,1.0
2023-05-16,P001,Home Product 1,Home,146.95528408872758,190.56428757689247,141,20720.695056510587,152.8337694040851,183,758.9661206131561,-1.092797576724562,1.1435353827351924,0.9792088309182241
2023-05-17,P001,Home Product 1,Home,190.70362363874503,190.56428757689247,136,25935.692814869322,197.1514459443043,239,567.0259347545538,-1.092797576724562,1.1411167220214355,0.9593263356924199
2023-05-18,P001,Home Product 1,Home,150.16491399912815,190.56428757689247,136,20422.42830388143,153.73934375308488,356,181.3032645198471,-1.092797576724562,1.1386562453773956,0.9412214747707528
2023-05-19,P001,Home Product 1,Home,166.19820551994957,190.56428757689247,119,19777.586456874,173.10396827344073,236,367.4095440608575,-1.092797576724562,1.1361546818954031,0.9256855174522606
2023-05-20,P001,Home Product 1,Home,191.2453376206905,190.56428757689247,115,21993.213826379408,194.37547234854566,295,221.50114967908624,-1.092797576724562,1.1336127728427068,0.9133974596215563
2023-05-21,P001,Home Product 1,Home,172.46344377990945,190.56428757689247,101,17418.807821770853,178.35358191691472,386,546.7296224811128,-1.092797576724562,1.1310312714418171,0.9048943483704847
2023-05-22,P001,Home Product 1,Home,181.3756478207046,190.56428757689247,108,19588.569964636095,186.2893354663979,122,167.62400356222787,-1.092797576724562,1.1284109426473128,0.9005478104631727
2023-05-23,P001,Home Product 1,Home,198.90185080774523,190.56428757689247,90,17901.16657269707,193.85774031276296,180,169.98880967106138,-1.092797576724562,1.125752562919167,0.9005478104631727
2023-05-24,P001,Home Product 1,Home,203.69934812994347,190.56428757689247,112,22814.32699055367,193.6214006649999,61,424.8765072460241,-1.092797576724562,1.1230569199926654,0.9048943483704845
2023-05-25,P001,Home Product 1,Home,204.2099820652501,190.56428757689247,81,16541.00854728526,205.06564123651523,265,782.5531725511133,-1.092797576724562,1.1203248126449845,0.9133974596215559
2023-05-26,P001,Home Product 1,Home,216.15395472026336,190.56428757689247,87,18805.39406066291,220.9980368091,247,982.5191201619893,-1.092797576724562,1.1175570504584946,0.9256855174522605
2023-05-27,P001,Home Product 1,Home,218.0191657324896,190.56428757689247,87,18967.667418726596,221.72369211894755,337,735.0176552641196,-1.092797576724562,1.114754453580865,0.9412214747707526
2023-05-28,P001,Home Product 1,Home,180.35252248522036,190.56428757689247,114,20560.18756331512,181.577931857321,299,381.56937085502875,-1.092797576724562,1.1119178524820352,0.95932633569242
2023-05-29,P001,Home Product 1,Home,192.37474796901472,190.56428757689247,105,20199.348536746547,190.86965910740383,131,770.5580933081983,-1.092797576724562,1.1090480877081301,0.9792088309182239
2023-05-30,P001,Home Product 1,Home,170.48477689911894,190.56428757689247,123,20969.62755859163,170.8672522687509,152,133.30687124394336,-1.092797576724562,1.1061460096323867,0.9999999999999999
2023-05-31,P001,Home Product 1,Home,173.25688630134587,190.56428757689247,114,19751.285038353428,177.1511253992538,413,615.1849834901191,-1.092797576724562,1.1032124782031705,1.0207911690817757
2023-06-01,P001,Home Product 1,Home,205.25485907478534,190.56428757689247,118,24220.07337082467,208.572910092772,446,663.3022387933082,-1.092797576724562,1.1002483626891553,1.0406736643075798
2023-06-02,P001,Home Product 1,Home,214.78852899701513,190.56428757689247,102,21908.429957695545,224.21919950638411,276,163.02673517272393,-1.092797576724562,1.097254541421738,1.0587785252292474
